person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_term,credit_score,monthly_expenses,co_applicant_income,employment_type,existing_loans,debt_to_income_ratio
30,55536,MORTGAGE,14.0,DEBTCONSOLIDATION,C,1000,,0,0.02,N,9,24,636,23168,0,Unemployed,5,0.47
29,76000,RENT,2.0,MEDICAL,B,7200,,0,0.09,N,8,48,711,35790,0,Unemployed,2,0.23
30,82060,RENT,1.0,EDUCATION,A,7200,,0,0.09,N,7,12,682,35545,0,Salaried,2,0.21
27,55596,MORTGAGE,5.0,MEDICAL,A,2000,7.51,0,0.04,N,9,36,682,35352,0,Self-Employed,1,0.13
32,55600,OWN,14.0,EDUCATION,B,8800,9.99,0,0.16,N,6,60,662,29593,0,Self-Employed,4,0.52
27,55600,OWN,2.0,EDUCATION,B,4200,10.37,0,0.08,N,9,24,718,20597,14843,Unemployed,3,0.35
27,82500,RENT,0.0,DEBTCONSOLIDATION,C,7200,14.22,0,0.09,Y,9,36,713,32536,0,Self-Employed,4,0.33
33,83000,RENT,5.0,EDUCATION,A,7200,8.0,0,0.09,N,8,60,673,26677,0,Self-Employed,1,0.15
28,55640,MORTGAGE,6.0,MEDICAL,B,20000,,0,0.36,N,8,12,690,23361,0,Freelancer,5,0.81
28,55640,MORTGAGE,9.0,MEDICAL,C,5000,,0,0.09,N,7,12,717,31592,29808,Salaried,2,0.27
31,55680,MORTGAGE,7.0,VENTURE,C,4000,12.73,0,0.07,N,7,24,707,20778,0,Unemployed,5,0.52
30,55684,MORTGAGE,13.0,EDUCATION,B,5200,12.69,0,0.09,N,9,60,664,18914,0,Salaried,5,0.54
27,84000,RENT,8.0,EDUCATION,C,7200,,0,0.09,N,10,48,738,35986,41986,Unemployed,4,0.32
32,85000,RENT,9.0,EDUCATION,B,7200,11.58,0,0.08,N,10,12,723,46325,0,Unemployed,0,0.08
28,55704,MORTGAGE,12.0,DEBTCONSOLIDATION,A,8400,7.51,0,0.15,N,9,48,785,27245,0,Unemployed,2,0.33
31,55728,MORTGAGE,0.0,MEDICAL,B,13000,10.62,0,0.23,N,9,48,601,24123,0,Self-Employed,1,0.32
30,49777,MORTGAGE,7.0,MEDICAL,D,6000,14.54,1,0.12,N,6,36,715,32513,33738,Salaried,5,0.62
27,85000,RENT,0.0,VENTURE,A,7200,7.68,0,0.08,N,10,36,737,41430,0,Self-Employed,1,0.14
29,89000,RENT,2.0,PERSONAL,A,7200,,0,0.08,N,10,12,730,42899,37423,Salaried,2,0.19
30,90000,RENT,2.0,EDUCATION,B,7200,11.99,0,0.08,N,7,48,667,28139,0,Salaried,4,0.3
33,55920,MORTGAGE,9.0,EDUCATION,A,22000,7.88,0,0.39,N,6,36,611,31076,0,Unemployed,2,0.57
29,55992,MORTGAGE,2.0,PERSONAL,B,5000,,0,0.09,N,10,60,756,27085,0,Unemployed,4,0.45
28,90000,RENT,0.0,VENTURE,A,7200,5.42,0,0.08,N,5,60,655,32222,0,Self-Employed,1,0.14
33,94000,RENT,4.0,VENTURE,A,7200,,0,0.08,N,6,60,665,37364,70939,Unemployed,2,0.18
27,98500,RENT,5.0,HOMEIMPROVEMENT,C,7200,14.35,0,0.07,Y,6,60,783,37523,0,Self-Employed,4,0.28
28,112123,RENT,2.0,VENTURE,A,7200,8.59,0,0.06,N,9,48,616,39112,36405,Self-Employed,0,0.06
27,56000,OWN,7.0,VENTURE,C,1000,14.65,0,0.02,N,8,60,720,26556,43793,Self-Employed,5,0.46
27,120000,RENT,0.0,DEBTCONSOLIDATION,A,7200,7.29,0,0.06,N,10,48,642,53437,88714,Unemployed,3,0.18
29,125004,RENT,3.0,MEDICAL,B,7200,9.99,0,0.06,N,6,12,641,55507,0,Unemployed,0,0.06
33,56000,MORTGAGE,13.0,MEDICAL,A,12000,6.62,0,0.21,N,6,12,688,22434,0,Unemployed,4,0.57
29,28800,RENT,2.0,EDUCATION,A,7225,6.92,0,0.25,N,7,60,713,13667,0,Freelancer,1,0.42
30,20800,RENT,0.0,MEDICAL,A,7250,8.0,1,0.35,N,10,60,727,10795,0,Unemployed,3,1.07
29,56000,OWN,5.0,EDUCATION,A,9200,6.03,0,0.16,N,9,60,734,30497,0,Salaried,5,0.61
28,39750,RENT,5.0,EDUCATION,A,7250,8.49,0,0.18,N,8,12,644,15420,0,Salaried,4,0.69
35,105000,RENT,11.0,VENTURE,C,7250,,0,0.07,Y,5,36,622,62069,0,Unemployed,4,0.26
29,35000,RENT,6.0,MEDICAL,B,7300,11.71,0,0.21,N,9,12,662,10878,27000,Salaried,4,0.78
29,56000,MORTGAGE,8.0,MEDICAL,B,6000,10.99,0,0.11,N,9,60,697,33609,0,Freelancer,3,0.38
28,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,15000,7.49,0,0.27,N,9,36,669,23138,0,Unemployed,0,0.27
31,56000,OWN,6.0,VENTURE,A,11500,,0,0.21,N,9,36,498,25088,34279,Salaried,5,0.65
27,50000,RENT,5.0,MEDICAL,A,7300,7.29,0,0.15,N,9,24,588,26614,12630,Salaried,0,0.15
33,50000,MORTGAGE,14.0,DEBTCONSOLIDATION,D,10000,16.89,1,0.2,N,7,48,667,27209,0,Salaried,1,0.3
30,115000,RENT,7.0,DEBTCONSOLIDATION,B,7300,10.25,0,0.06,N,9,60,722,53873,0,Salaried,3,0.19
28,44995,RENT,2.0,EDUCATION,A,7350,7.49,0,0.16,N,10,48,634,30378,25135,Unemployed,2,0.39
27,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,10050,9.63,0,0.18,N,8,24,716,36026,0,Self-Employed,1,0.27
32,31000,RENT,2.0,HOMEIMPROVEMENT,D,7400,16.77,1,0.24,Y,9,48,605,12090,24097,Freelancer,4,0.88
35,56000,MORTGAGE,,DEBTCONSOLIDATION,A,12000,,0,0.21,N,8,60,692,29991,0,Unemployed,5,0.66
33,69000,RENT,8.0,HOMEIMPROVEMENT,B,7400,9.76,0,0.11,N,5,24,693,40599,0,Unemployed,2,0.25
31,56000,MORTGAGE,3.0,MEDICAL,A,12000,6.54,0,0.21,N,5,48,703,21659,34173,Freelancer,0,0.21
32,56000,MORTGAGE,13.0,EDUCATION,B,3000,8.88,0,0.05,N,9,12,629,17213,0,Salaried,2,0.23
28,140000,RENT,0.0,DEBTCONSOLIDATION,A,7400,6.03,0,0.05,N,9,36,602,96633,0,Salaried,2,0.12
28,56000,OWN,10.0,HOMEIMPROVEMENT,C,12000,14.72,0,0.21,Y,7,24,716,38267,0,Salaried,5,0.66
29,55000,RENT,6.0,HOMEIMPROVEMENT,D,7450,15.62,0,0.14,N,8,12,603,23547,0,Self-Employed,5,0.59
27,62900,RENT,9.0,MEDICAL,D,7450,15.99,1,0.1,N,10,60,641,24886,0,Freelancer,0,0.12
27,50000,MORTGAGE,8.0,MEDICAL,D,8400,,1,0.17,N,7,36,749,18092,32154,Freelancer,4,0.57
29,56000,MORTGAGE,0.0,VENTURE,C,6000,13.23,0,0.11,Y,7,24,688,32192,0,Freelancer,5,0.55
34,56000,OWN,0.0,MEDICAL,B,5600,11.86,0,0.1,N,7,36,698,33718,0,Self-Employed,4,0.46
28,20000,RENT,0.0,MEDICAL,B,7500,9.76,1,0.38,N,9,24,711,9363,0,Salaried,2,0.88
33,56000,MORTGAGE,2.0,PERSONAL,A,11500,7.14,0,0.21,N,10,24,709,22238,0,Salaried,3,0.47
32,56000,MORTGAGE,5.0,PERSONAL,A,10000,7.14,0,0.18,N,8,48,678,26851,0,Unemployed,2,0.36
29,56000,MORTGAGE,8.0,VENTURE,A,13000,7.88,0,0.23,N,5,36,634,28366,0,Self-Employed,2,0.41
30,21996,RENT,4.0,MEDICAL,B,7500,10.37,1,0.34,N,9,36,814,11379,0,Self-Employed,1,0.57
31,56000,MORTGAGE,4.0,EDUCATION,A,8000,8.59,0,0.14,N,5,12,665,26731,0,Salaried,0,0.14
30,56000,MORTGAGE,1.0,MEDICAL,B,14000,12.18,0,0.25,N,7,60,696,16883,0,Self-Employed,1,0.34
29,25400,RENT,1.0,EDUCATION,D,7500,14.59,1,0.3,Y,5,12,702,12413,0,Freelancer,5,1.28
29,56000,MORTGAGE,4.0,EDUCATION,D,18000,14.61,0,0.32,Y,9,48,653,24578,0,Salaried,4,0.68
28,56000,MORTGAGE,9.0,VENTURE,D,4800,14.61,0,0.09,Y,6,24,658,29266,0,Self-Employed,4,0.44
27,27000,RENT,2.0,MEDICAL,B,7500,12.69,0,0.28,N,10,48,754,8849,0,Unemployed,4,1.02
29,27600,RENT,2.0,EDUCATION,A,7500,6.62,0,0.27,N,9,48,643,17986,0,Self-Employed,5,1.18
27,30000,RENT,5.0,EDUCATION,D,7500,14.84,0,0.25,N,7,12,700,19505,0,Unemployed,0,0.25
33,30000,RENT,14.0,EDUCATION,B,7500,11.86,1,0.25,N,5,24,724,15769,0,Self-Employed,4,0.92
35,56000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,15000,11.26,0,0.27,N,10,60,669,33311,0,Freelancer,3,0.54
31,31000,RENT,5.0,PERSONAL,A,7500,7.49,0,0.24,N,9,48,675,14730,20384,Self-Employed,3,0.73
30,56000,MORTGAGE,5.0,EDUCATION,B,1500,,0,0.03,N,7,60,727,30022,19226,Self-Employed,3,0.29
30,32004,RENT,0.0,DEBTCONSOLIDATION,C,7500,13.47,0,0.23,Y,10,24,673,17508,8654,Unemployed,3,0.7
30,56004,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9600,5.99,0,0.17,N,6,24,576,24728,0,Unemployed,4,0.53
27,33000,RENT,2.0,MEDICAL,D,7500,15.65,1,0.23,Y,7,12,755,22583,0,Self-Employed,1,0.38
33,33000,RENT,0.0,PERSONAL,C,7500,11.34,0,0.23,N,9,36,631,17854,0,Salaried,2,0.53
29,34000,RENT,4.0,MEDICAL,A,7500,,0,0.22,N,10,12,690,23671,0,Freelancer,5,0.96
31,34000,RENT,0.0,MEDICAL,A,7500,8.94,0,0.22,N,8,60,614,16080,0,Freelancer,3,0.66
28,34200,RENT,8.0,PERSONAL,A,7500,8.94,0,0.22,N,7,12,654,10702,0,Unemployed,0,0.22
27,56004,MORTGAGE,5.0,HOMEIMPROVEMENT,A,5000,7.74,0,0.09,N,7,24,658,23576,0,Freelancer,1,0.18
27,56004,MORTGAGE,4.0,PERSONAL,A,3100,9.32,0,0.06,N,7,48,688,31379,0,Unemployed,1,0.14
30,56030,MORTGAGE,14.0,PERSONAL,B,13000,11.89,0,0.23,N,7,36,636,37211,24585,Salaried,1,0.32
29,56033,MORTGAGE,7.0,VENTURE,C,16000,14.65,0,0.29,N,6,24,779,30597,36304,Unemployed,3,0.55
33,56100,OWN,13.0,HOMEIMPROVEMENT,A,16000,6.03,0,0.29,N,8,48,681,27416,17391,Self-Employed,3,0.55
30,35004,RENT,0.0,MEDICAL,A,7500,8.63,0,0.21,N,5,60,724,11631,0,Unemployed,4,0.79
35,35300,RENT,0.0,EDUCATION,C,7500,12.29,0,0.21,Y,7,60,679,12633,0,Salaried,1,0.35
28,56148,MORTGAGE,12.0,DEBTCONSOLIDATION,C,2400,13.99,0,0.04,N,6,60,729,18045,34007,Self-Employed,1,0.13
27,56244,MORTGAGE,11.0,HOMEIMPROVEMENT,C,12000,14.22,0,0.21,N,8,12,574,32873,24940,Self-Employed,3,0.48
32,56256,MORTGAGE,2.0,PERSONAL,A,6500,6.17,0,0.12,N,5,60,644,35578,0,Freelancer,0,0.12
35,30000,RENT,1.0,EDUCATION,C,7500,,1,0.25,Y,6,60,653,10973,20407,Freelancer,4,0.92
27,56331,MORTGAGE,7.0,EDUCATION,B,10000,10.36,0,0.18,N,10,12,653,24227,0,Salaried,1,0.27
34,56400,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,7.9,0,0.12,N,10,48,705,27728,0,Self-Employed,5,0.57
31,37000,RENT,5.0,PERSONAL,C,7500,15.23,0,0.2,N,6,24,709,13213,0,Unemployed,5,0.88
34,56400,OWN,8.0,MEDICAL,A,12100,5.79,0,0.21,N,9,36,676,26309,0,Freelancer,0,0.21
28,31000,RENT,1.0,HOMEIMPROVEMENT,D,7500,15.31,1,0.24,Y,5,60,677,21288,9426,Salaried,2,0.56
30,38168,RENT,5.0,PERSONAL,B,7500,9.76,0,0.2,N,6,60,802,22429,0,Unemployed,3,0.59
33,38400,RENT,,EDUCATION,C,7500,13.49,0,0.2,N,5,60,696,14084,0,Freelancer,3,0.59
29,56500,MORTGAGE,13.0,MEDICAL,A,14750,,0,0.26,N,8,12,568,19183,30320,Unemployed,1,0.35
33,50500,MORTGAGE,2.0,MEDICAL,D,4000,,1,0.08,Y,8,12,718,24142,25534,Freelancer,2,0.28
30,40000,RENT,3.0,VENTURE,B,7500,12.69,0,0.19,N,5,12,707,27807,0,Self-Employed,4,0.69
35,56566,MORTGAGE,3.0,EDUCATION,A,3200,,0,0.06,N,6,36,737,34918,0,Unemployed,2,0.23
30,56604,MORTGAGE,3.0,VENTURE,D,3000,17.58,0,0.05,N,9,24,709,23617,0,Salaried,5,0.49
30,56628,MORTGAGE,2.0,HOMEIMPROVEMENT,A,12000,8.94,0,0.21,N,10,60,634,17583,0,Freelancer,1,0.3
31,34000,RENT,2.0,HOMEIMPROVEMENT,D,7500,15.58,1,0.22,N,5,48,724,15793,0,Unemployed,1,0.37
28,56700,MORTGAGE,11.0,VENTURE,B,15000,12.12,0,0.26,N,7,60,684,20650,15764,Freelancer,0,0.26
29,56700,MORTGAGE,9.0,VENTURE,C,10000,,0,0.18,Y,5,60,732,21098,22244,Salaried,5,0.62
29,56700,OWN,14.0,MEDICAL,B,11000,10.62,0,0.19,N,6,60,757,20690,0,Self-Employed,4,0.55
28,40000,RENT,2.0,PERSONAL,B,7500,11.86,0,0.19,N,8,60,673,23513,0,Freelancer,5,0.81
32,56784,OWN,3.0,PERSONAL,D,12000,14.96,0,0.21,Y,10,24,723,17849,0,Unemployed,0,0.21
28,50820,MORTGAGE,12.0,PERSONAL,B,10000,10.59,1,0.2,N,8,48,731,26725,0,Self-Employed,0,0.2
28,56864,MORTGAGE,5.0,PERSONAL,A,12300,7.88,0,0.22,N,7,12,687,34175,0,Self-Employed,4,0.57
29,40000,RENT,7.0,MEDICAL,C,7500,12.73,0,0.19,Y,9,48,777,14502,14780,Unemployed,3,0.56
32,34000,RENT,0.0,EDUCATION,B,7500,10.01,1,0.22,N,5,60,732,22343,0,Freelancer,0,0.22
30,34000,RENT,1.0,VENTURE,C,7500,,1,0.22,N,6,48,650,11262,0,Unemployed,3,0.66
28,40000,RENT,2.0,MEDICAL,C,7500,,0,0.19,N,7,60,693,22923,0,Unemployed,5,0.81
32,40000,RENT,2.0,EDUCATION,A,7500,8.0,0,0.19,N,6,48,723,14751,0,Unemployed,5,0.81
28,57000,MORTGAGE,5.0,PERSONAL,A,9500,7.51,0,0.17,N,5,36,776,35477,0,Freelancer,5,0.61
29,42000,RENT,0.0,EDUCATION,C,7500,12.87,0,0.18,Y,8,48,711,22199,0,Unemployed,5,0.77
28,36000,RENT,2.0,HOMEIMPROVEMENT,B,7500,10.39,1,0.21,N,9,12,694,19284,19641,Self-Employed,4,0.76
27,36000,RENT,0.0,PERSONAL,D,7500,13.55,1,0.21,Y,7,12,743,15782,0,Self-Employed,0,0.21
28,57000,MORTGAGE,13.0,PERSONAL,C,9600,15.96,0,0.17,Y,9,48,669,23558,0,Salaried,1,0.26
33,38604,RENT,0.0,VENTURE,D,7500,,1,0.19,N,5,48,630,18735,0,Unemployed,0,0.19
29,44720,RENT,6.0,EDUCATION,B,7500,,0,0.17,N,5,24,715,26969,0,Freelancer,4,0.61
27,57000,OWN,11.0,EDUCATION,A,15000,6.03,0,0.26,N,6,48,661,20935,0,Salaried,3,0.53
29,44875,RENT,0.0,MEDICAL,A,7500,8.32,0,0.17,N,8,12,815,28114,23300,Self-Employed,5,0.72
27,45000,RENT,4.0,MEDICAL,C,7500,15.27,0,0.17,N,8,36,692,22137,19678,Freelancer,0,0.17
27,57000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,3000,7.51,0,0.05,N,5,12,715,27410,0,Self-Employed,5,0.49
35,57000,MORTGAGE,8.0,MEDICAL,A,5500,7.49,0,0.1,N,5,24,648,17478,0,Self-Employed,4,0.45
27,45000,RENT,0.0,PERSONAL,C,7500,12.73,0,0.17,Y,6,48,743,15735,0,Unemployed,5,0.72
28,51000,MORTGAGE,1.0,PERSONAL,A,4775,7.49,1,0.09,N,6,36,678,24112,39902,Unemployed,4,0.49
34,39000,RENT,0.0,DEBTCONSOLIDATION,B,7500,9.45,1,0.19,N,9,12,673,27008,0,Freelancer,3,0.58
29,45756,RENT,7.0,EDUCATION,B,7500,10.0,0,0.16,N,7,36,674,18305,0,Self-Employed,5,0.71
27,51000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,10000,6.99,1,0.2,N,5,60,615,15509,0,Unemployed,3,0.49
27,46000,RENT,4.0,MEDICAL,C,7500,13.49,0,0.16,N,5,12,667,21819,0,Unemployed,4,0.6
30,57000,MORTGAGE,1.0,VENTURE,A,4500,7.49,0,0.08,N,10,60,707,17463,0,Salaried,5,0.52
30,46800,RENT,0.0,EDUCATION,A,7500,7.88,0,0.16,N,10,36,602,20334,0,Freelancer,2,0.37
30,48000,RENT,4.0,MEDICAL,A,7500,7.49,0,0.16,N,6,48,731,21197,0,Self-Employed,1,0.26
28,48500,RENT,3.0,VENTURE,D,7500,12.86,0,0.15,N,7,48,666,14595,0,Freelancer,4,0.57
27,42996,RENT,11.0,MEDICAL,C,7500,11.91,1,0.17,N,7,48,692,26306,16677,Self-Employed,1,0.29
32,57000,MORTGAGE,11.0,MEDICAL,C,9000,13.35,0,0.16,Y,5,60,568,37913,43199,Unemployed,5,0.6
33,57000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,13000,7.88,0,0.23,N,5,48,691,39871,0,Freelancer,3,0.49
29,57000,MORTGAGE,4.0,MEDICAL,A,2500,6.76,0,0.04,N,7,24,627,28700,32190,Self-Employed,0,0.04
30,57000,MORTGAGE,2.0,VENTURE,A,6000,7.51,0,0.11,N,8,12,662,24090,28015,Salaried,0,0.11
29,57000,OWN,5.0,MEDICAL,B,5000,11.86,0,0.09,N,10,12,601,33458,0,Self-Employed,4,0.44
33,44000,RENT,1.0,EDUCATION,D,7500,12.92,1,0.17,Y,6,36,635,26161,0,Unemployed,3,0.51
31,57000,MORTGAGE,10.0,EDUCATION,B,8000,9.88,0,0.14,N,9,60,671,25745,0,Unemployed,3,0.4
30,50400,RENT,2.0,PERSONAL,B,7500,10.25,0,0.15,N,7,12,666,26522,34349,Self-Employed,0,0.15
28,57000,MORTGAGE,2.0,VENTURE,C,6000,12.73,0,0.11,N,10,60,724,35836,18777,Unemployed,1,0.19
33,50750,RENT,2.0,PERSONAL,C,7500,11.91,0,0.15,Y,6,36,586,19065,0,Freelancer,5,0.64
28,51000,RENT,13.0,VENTURE,D,7500,16.49,0,0.15,Y,7,48,677,15717,0,Unemployed,3,0.44
28,51000,OWN,2.0,DEBTCONSOLIDATION,E,20400,17.74,1,0.4,Y,5,36,675,26309,0,Unemployed,0,0.4
30,45063,RENT,7.0,MEDICAL,D,7500,15.05,1,0.17,N,6,24,657,25494,19076,Self-Employed,2,0.39
28,57000,OWN,7.0,PERSONAL,B,3500,11.83,0,0.06,N,6,48,634,30209,0,Self-Employed,5,0.5
31,54200,RENT,4.0,VENTURE,C,7500,12.61,0,0.14,N,10,48,735,29186,0,Freelancer,0,0.14
28,57000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,13000,9.63,0,0.23,N,5,48,782,26062,0,Unemployed,2,0.4
33,51000,MORTGAGE,2.0,EDUCATION,A,1200,9.63,1,0.02,N,7,36,594,28590,0,Salaried,1,0.12
29,57000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,6000,9.32,0,0.11,N,5,24,633,18076,37132,Self-Employed,1,0.19
30,57000,MORTGAGE,6.0,PERSONAL,A,4000,8.0,0,0.07,N,7,60,629,20547,0,Self-Employed,2,0.25
32,51000,MORTGAGE,5.0,MEDICAL,C,15000,,1,0.29,Y,8,36,665,24374,0,Salaried,4,0.69
33,57000,MORTGAGE,7.0,EDUCATION,B,15000,10.39,0,0.26,N,7,12,742,38600,0,Salaried,2,0.44
28,55000,RENT,7.0,DEBTCONSOLIDATION,C,7500,12.84,0,0.14,Y,6,12,706,30678,0,Self-Employed,0,0.14
31,56400,RENT,1.0,VENTURE,B,7500,11.48,0,0.13,N,10,36,672,24935,36576,Self-Employed,2,0.31
30,57000,RENT,4.0,VENTURE,C,7500,14.27,0,0.13,N,5,60,680,27541,44275,Salaried,3,0.39
31,57000,RENT,2.0,EDUCATION,B,7500,12.53,0,0.13,N,9,12,664,36380,0,Salaried,0,0.13
34,57000,RENT,9.0,DEBTCONSOLIDATION,B,7500,11.14,0,0.13,N,7,60,716,29468,0,Freelancer,4,0.48
28,51043,MORTGAGE,12.0,PERSONAL,C,2100,12.29,1,0.04,N,8,48,723,16290,0,Freelancer,0,0.04
27,57996,RENT,11.0,EDUCATION,B,7500,12.21,0,0.13,N,10,36,709,27069,0,Unemployed,1,0.22
31,57200,MORTGAGE,3.0,DEBTCONSOLIDATION,C,7500,13.11,0,0.13,Y,5,48,570,26038,0,Self-Employed,4,0.48
27,57240,OWN,4.0,VENTURE,B,15000,11.99,0,0.26,N,6,12,680,37775,0,Freelancer,0,0.26
31,57240,MORTGAGE,1.0,EDUCATION,A,10000,5.99,0,0.17,N,6,60,670,24164,0,Unemployed,5,0.61
28,57248,MORTGAGE,1.0,EDUCATION,A,9000,6.92,0,0.16,N,7,48,729,18655,0,Self-Employed,3,0.42
29,57300,OWN,13.0,MEDICAL,B,12000,11.48,0,0.21,N,8,12,691,25322,0,Self-Employed,1,0.3
31,57335,MORTGAGE,6.0,EDUCATION,D,16500,14.84,0,0.29,N,10,24,707,18207,21549,Salaried,1,0.37
28,57360,MORTGAGE,3.0,EDUCATION,B,23000,,0,0.4,N,7,48,655,36304,0,Salaried,3,0.66
31,57400,MORTGAGE,6.0,PERSONAL,A,7600,5.99,0,0.13,N,10,24,726,30771,0,Self-Employed,2,0.31
31,60000,RENT,3.0,DEBTCONSOLIDATION,A,7500,5.79,0,0.13,N,9,24,741,29265,0,Salaried,2,0.29
30,57408,MORTGAGE,0.0,DEBTCONSOLIDATION,B,18000,8.88,0,0.31,N,10,12,598,25485,0,Freelancer,4,0.66
33,57500,MORTGAGE,0.0,MEDICAL,A,15000,6.03,0,0.26,N,7,36,615,26856,0,Salaried,4,0.61
31,61000,RENT,3.0,MEDICAL,C,7500,,0,0.12,Y,10,60,718,37523,21726,Salaried,4,0.45
27,62000,RENT,4.0,EDUCATION,C,7500,13.04,0,0.12,Y,6,12,671,23064,0,Salaried,5,0.52
29,57500,MORTGAGE,7.0,PERSONAL,A,19600,7.88,0,0.34,N,8,48,731,18893,0,Self-Employed,1,0.43
29,65000,RENT,5.0,EDUCATION,B,7500,12.69,0,0.12,N,10,60,692,34104,0,Salaried,1,0.19
29,59000,RENT,3.0,HOMEIMPROVEMENT,B,7500,9.99,1,0.13,N,8,36,714,37970,0,Self-Employed,1,0.21
31,65000,RENT,8.0,MEDICAL,B,7500,10.95,0,0.12,N,10,12,642,34118,0,Self-Employed,3,0.35
30,57600,MORTGAGE,0.0,HOMEIMPROVEMENT,C,6000,14.65,0,0.1,N,8,36,696,35623,0,Unemployed,2,0.28
27,51600,MORTGAGE,2.0,VENTURE,D,13650,16.29,1,0.26,N,9,48,697,33906,0,Unemployed,0,0.26
28,57600,MORTGAGE,12.0,PERSONAL,B,10625,12.42,0,0.18,N,6,12,645,19051,0,Self-Employed,4,0.53
30,57600,MORTGAGE,13.0,PERSONAL,A,6000,,0,0.1,N,10,48,730,30854,26180,Salaried,4,0.45
27,57600,OWN,,VENTURE,C,3000,12.99,0,0.05,Y,10,60,585,36466,0,Freelancer,0,0.05
33,57600,MORTGAGE,3.0,HOMEIMPROVEMENT,A,17000,7.66,0,0.3,N,8,60,690,32107,0,Unemployed,0,0.3
27,70000,RENT,4.0,MEDICAL,A,7500,7.88,0,0.11,N,5,36,615,37563,38266,Self-Employed,0,0.11
27,57600,MORTGAGE,3.0,MEDICAL,B,3000,11.11,0,0.05,N,6,36,628,35437,0,Freelancer,1,0.14
34,51600,MORTGAGE,2.0,VENTURE,E,12000,17.88,1,0.23,N,8,60,729,30077,0,Unemployed,5,0.72
28,66000,RENT,0.0,VENTURE,C,7500,11.28,1,0.11,Y,7,24,625,33042,0,Freelancer,3,0.34
27,57600,MORTGAGE,11.0,PERSONAL,A,8500,7.14,0,0.15,N,5,60,622,18294,40273,Freelancer,0,0.15
28,57600,MORTGAGE,9.0,EDUCATION,D,12000,15.58,0,0.21,Y,7,12,709,31411,0,Self-Employed,2,0.38
28,75000,RENT,3.0,EDUCATION,B,7500,,0,0.1,N,6,48,624,28895,23669,Salaried,2,0.23
31,57600,MORTGAGE,5.0,EDUCATION,B,15000,10.25,0,0.26,N,10,60,730,23134,0,Self-Employed,2,0.43
33,80000,RENT,4.0,EDUCATION,A,7500,5.42,0,0.09,N,10,60,712,45745,29346,Freelancer,5,0.41
27,80000,RENT,3.0,DEBTCONSOLIDATION,B,7500,12.18,0,0.09,N,5,48,641,38499,0,Freelancer,1,0.16
27,81000,RENT,5.0,HOMEIMPROVEMENT,B,7500,10.25,0,0.09,N,7,48,729,47523,0,Salaried,4,0.34
31,85000,RENT,3.0,VENTURE,B,7500,10.08,0,0.09,N,5,12,583,38846,23541,Salaried,4,0.32
31,57758,MORTGAGE,,DEBTCONSOLIDATION,A,12000,6.62,0,0.21,N,9,48,703,37427,0,Unemployed,0,0.21
27,57770,MORTGAGE,3.0,PERSONAL,B,9975,11.49,0,0.17,N,5,36,617,27199,0,Self-Employed,1,0.26
27,87360,RENT,1.0,DEBTCONSOLIDATION,C,7500,12.54,0,0.09,Y,8,60,653,43464,0,Self-Employed,3,0.26
33,57800,MORTGAGE,12.0,MEDICAL,A,7000,6.99,0,0.12,N,6,48,657,20259,0,Unemployed,0,0.12
27,57886,MORTGAGE,7.0,VENTURE,A,4000,7.9,0,0.07,N,9,12,744,29025,0,Salaried,4,0.41
34,57912,MORTGAGE,7.0,VENTURE,A,5600,5.42,0,0.1,N,8,48,654,22928,0,Unemployed,4,0.44
27,90000,RENT,0.0,DEBTCONSOLIDATION,B,7500,,0,0.08,N,6,60,676,54467,0,Salaried,0,0.08
27,96000,RENT,7.0,HOMEIMPROVEMENT,B,7500,9.83,0,0.08,N,10,24,658,56219,0,Unemployed,0,0.08
31,99504,RENT,5.0,DEBTCONSOLIDATION,C,7500,13.57,0,0.08,N,10,48,630,30481,0,Salaried,5,0.33
31,101000,RENT,2.0,EDUCATION,C,7500,13.22,0,0.07,Y,5,36,628,50250,0,Freelancer,2,0.17
29,105000,RENT,1.0,MEDICAL,C,7500,11.03,0,0.07,Y,9,60,695,33406,0,Unemployed,5,0.31
29,103000,RENT,0.0,PERSONAL,D,7500,16.77,1,0.07,Y,7,12,678,54354,0,Unemployed,3,0.22
29,115000,RENT,5.0,HOMEIMPROVEMENT,A,7500,5.99,0,0.07,N,8,60,718,75975,0,Freelancer,2,0.15
33,115000,RENT,9.0,HOMEIMPROVEMENT,C,7500,11.03,0,0.07,Y,8,24,667,74389,0,Unemployed,5,0.28
27,57996,MORTGAGE,1.0,MEDICAL,A,4800,8.59,0,0.08,N,9,12,669,23054,20528,Unemployed,0,0.08
34,120000,RENT,9.0,HOMEIMPROVEMENT,D,7500,16.29,0,0.06,N,5,24,718,42725,0,Unemployed,3,0.19
